"ID","Date","Description","Work Time (Formatted)","Work Time (Seconds)","Rest Time (Formatted)","Rest Time (Seconds)","Work Distance","Rest Distance","Stroke Rate/Cadence","Stroke Count","Pace","Avg Watts","Cal/Hour","Avg Heart Rate","Drag Factor","Age","Weight","Type","Ranked","Comments"
"33922629","2018-06-22 14:36:00","0:34 row","0:34.3","34.3","","","132","","19","10","2:09.9","160","849","","97","16","Lwt","Indoor Rower","No",""
"33922308","2018-06-22 14:23:00","1x20:00/3:00r row","20:00.0","1200","3:00.0","180","4718","161","21","436","2:07.1","170","885","","97","16","Lwt","Indoor Rower","No",""
"33914552","2018-06-21 18:11:00","2x20:00/3:00r row","40:00.0","2400","6:00.0","360","9320","121","20","826","2:08.7","164","864","174","97","16","Lwt","Indoor Rower","No",""
"33914553","2018-06-21 17:24:00","2:07 row","2:07.5","127.5","","","376","","23","47","2:49.5","72","547","127","39","16","Lwt","Indoor Rower","No",""
"33904472","2018-06-20 17:55:00","4x15:00/2:00r row","1:00:00.0","3600","8:00.0","480","14365","179","22","1343","2:05.3","178","912","","100","16","Lwt","Indoor Rower","No",""
"33904473","2018-06-19 19:13:00","8x0:30/0:30r row","4:00.0","240","4:00.0","240","1096","641","41","255","1:49.4","267","1217","","104","16","Lwt","Indoor Rower","No",""
"33904474","2018-06-19 19:01:00","8x0:30/0:30r row","4:00.0","240","4:00.0","240","1229","382","40","236","1:37.6","376","1594","191","160","16","Lwt","Indoor Rower","No",""
"33904475","2018-06-19 18:51:00","8x0:30/0:30r row","4:00.0","240","4:00.0","240","1105","658","41","252","1:48.5","273","1240","123","103","16","Lwt","Indoor Rower","No",""
"33904476","2018-06-19 18:42:00","2:40 row","2:40.7","160.7","","","572","","24","62","2:20.4","126","734","130","99","16","Lwt","Indoor Rower","No",""
"33904477","2018-06-19 18:38:00","8x0:30/0:30r row","4:00.0","240","4:00.0","240","1233","605","38","245","1:37.3","380","1606","189","131","16","Lwt","Indoor Rower","No",""
"33904478","2018-06-19 18:28:00","5:26 row","5:26.1","326.1","","","1164","","23","96","2:20.0","127","738","95","178","16","Lwt","Indoor Rower","No",""
"33884504","2018-06-18 17:01:00","3x20:00/4:00r row","1:00:00.0","3600","12:00.0","720","14279","313","20","1300","2:06.0","175","901","","109","16","Lwt","Indoor Rower","No",""
"33884505","2018-06-14 06:48:00","5:38 row","5:38.8","338.8","","","908","","21","15","3:06.5","54","485","","124","16","Lwt","Indoor Rower","No",""
"33760667","2018-06-04 16:47:00","2x20:00/4:00r row","40:00.0","2400","8:00.0","480","9710","371","20","851","2:03.5","185","938","","93","16","Lwt","Indoor Rower","No",""
"33760668","2018-06-04 15:57:00","1:06 row","1:06.4","66.40000000000001","","","307","","28","30","1:48.1","277","1252","","128","16","Lwt","Indoor Rower","No",""
"33732942","2018-06-01 09:46:00","2x20:00/4:00r row","40:00.0","2400","8:00.0","480","9730","280","21","881","2:03.3","187","942","","99","16","Lwt","Indoor Rower","No",""
"33728042","2018-05-31 17:08:00","3x20:00/4:00r row","1:00:00.0","3600","12:00.0","720","14237","972","20","1350","2:06.4","173","896","","102","16","Lwt","Indoor Rower","No",""
"33732943","2018-05-31 06:41:00","1:34 row","1:34.4","94.40000000000001","","","334","","29","9","2:21.3","124","726","","94","16","Lwt","Indoor Rower","No",""
"33718928","2018-05-30 18:39:00","2x20:00/4:00r row","40:00.0","2400","8:00.0","480","9636","174","21","848","2:04.5","181","923","","96","16","Lwt","Indoor Rower","No",""
"33679947","2018-05-24 17:32:00","4:14 row","4:14.5","254.5","","","524","","18","73","4:02.8","24","384","","105","16","Lwt","Indoor Rower","No",""
"33679948","2018-05-24 17:26:00","1:32 row","1:32.5","92.5","","","207","","20","30","3:43.4","31","407","","123","16","Lwt","Indoor Rower","No",""
"33679949","2018-05-24 17:24:00","8x0:30/0:30r row","4:00.0","240","4:00.0","240","1107","580","40","238","1:48.4","275","1245","","97","16","Lwt","Indoor Rower","No",""
"33679950","2018-05-24 17:15:00","1:55 row","1:55.2","115.2","","","244","","19","31","3:56.0","27","391","","144","16","Lwt","Indoor Rower","No",""
"33679951","2018-05-24 17:10:00","8x0:30/0:30r row","4:00.0","240","4:00.0","240","1111","606","40","237","1:48.0","278","1255","","103","16","Lwt","Indoor Rower","No",""
"33679967","2018-05-24 00:00:00","18,847m row","1:20:00.0","4800","","","18847","","","","2:07.3","169","883","","","16","Lwt","Indoor Rower","No",""
"33679952","2018-05-22 18:18:00","3:35 row","3:35.1","215.1","","","422","","32","14","4:14.8","21","372","","168","16","Lwt","Indoor Rower","No",""
"33641219","2018-05-21 19:42:00","4x20:00/3:00r row","1:20:00.0","4800","12:00.0","720","18904","172","21","869","2:06.9","171","888","","104","16","Lwt","Indoor Rower","No",""
"33614238","2018-05-18 18:56:00","4x9:00/1:00r row","36:00.0","2160","4:00.0","240","8965","115","19","711","2:00.4","200","988","","101","16","Lwt","Indoor Rower","No",""
"33614239","2018-05-18 18:11:00","1:12 row","1:12.8","72.8","","","299","","22","26","2:01.7","194","967","","94","16","Lwt","Indoor Rower","No",""
"33614240","2018-05-18 18:05:00","1x0:20/r row","0:20.0","20","","","103","20","39","11","1:37.0","382","1616","","199","16","Lwt","Indoor Rower","No",""
"33576043","2018-05-14 22:06:00","30:00 row","30:00.0","1800","","","7127","","20","607","2:06.2","174","898","172","97","16","Lwt","Indoor Rower","No",""
"33564856","2018-05-13 18:33:00","1x45:00/4:00r row","45:00.0","2700","4:00.0","240","10666","21","21","960","2:06.5","173","894","","97","16","Lwt","Indoor Rower","No",""
"33564629","2018-05-13 17:42:00","1x45:00/4:00r row","45:00.0","2700","4:00.0","240","10601","36","21","956","2:07.3","169","883","","97","16","Lwt","Indoor Rower","No",""
"33564630","2018-05-13 16:53:00","0:14 row","0:14.6","14.6","","","58","","21","5","2:05.8","176","904","","97","16","Lwt","Indoor Rower","No",""
"33564631","2018-05-12 18:56:00","2x20:00/4:00r row","40:00.0","2400","8:00.0","480","9435","289","21","891","2:07.1","170","885","","101","16","Lwt","Indoor Rower","No",""
"33564632","2018-05-10 18:59:00","4x20:00/4:00r row","1:20:00.0","4800","16:00.0","960","18809","735","20","1761","2:07.5","168","879","","103","16","Lwt","Indoor Rower","No",""
"33564633","2018-05-09 18:04:00","2x20:00/3:00r row","40:00.0","2400","6:00.0","360","9313","150","21","848","2:08.8","164","863","","99","16","Lwt","Indoor Rower","No",""
